,id,timestamp,derived_0,derived_1,derived_2,derived_3,derived_4,fundamental_0,fundamental_1,fundamental_2,fundamental_3,fundamental_5,fundamental_6,fundamental_7,fundamental_8,fundamental_9,fundamental_10,fundamental_11,fundamental_12,fundamental_13,fundamental_14,fundamental_15,fundamental_16,fundamental_17,fundamental_18,fundamental_19,fundamental_20,fundamental_21,fundamental_22,fundamental_23,fundamental_24,fundamental_25,fundamental_26,fundamental_27,fundamental_28,fundamental_29,fundamental_30,fundamental_31,fundamental_32,fundamental_33,fundamental_34,fundamental_35,fundamental_36,fundamental_37,fundamental_38,fundamental_39,fundamental_40,fundamental_41,fundamental_42,fundamental_43,fundamental_44,fundamental_45,fundamental_46,fundamental_47,fundamental_48,fundamental_49,fundamental_50,fundamental_51,fundamental_52,fundamental_53,fundamental_54,fundamental_55,fundamental_56,fundamental_57,fundamental_58,fundamental_59,fundamental_60,fundamental_61,fundamental_62,fundamental_63,technical_0,technical_1,technical_2,technical_3,technical_5,technical_6,technical_7,technical_9,technical_10,technical_11,technical_12,technical_13,technical_14,technical_16,technical_17,technical_18,technical_19,technical_20,technical_21,technical_22,technical_24,technical_25,technical_27,technical_28,technical_29,technical_30,technical_31,technical_32,technical_33,technical_34,technical_35,technical_36,technical_37,technical_38,technical_39,technical_40,technical_41,technical_42,technical_43,technical_44,y
1191926,838,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,-0.07301998138427734
1192897,838,1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,-0.05272462218999863
1193868,838,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,0.026066895574331284
1194837,838,1309,-2.0664403438568115,,0.07898291945457458,,-0.6710565090179443,0.06631527841091156,-0.16092810034751892,-0.29856783151626587,-0.05376945436000824,,,-0.23674458265304565,0.23418155312538147,0.40247735381126404,0.06981802731752396,-0.3254564702510834,1.2950140237808228,-0.03799192234873772,-0.057182859629392624,-0.13929495215415955,-0.11341822892427444,-0.4263688027858734,-0.3572671115398407,,-0.15662312507629395,0.1796363890171051,,-0.12845472991466522,0.8691561818122864,-0.19297654926776886,-0.2589925229549408,,,-0.010279255919158459,0.326564222574234,-0.10077053308486938,0.7853789329528809,-0.008230161853134632,0.27592703700065613,-0.18524503707885742,-0.11152441054582596,-0.10140018910169601,,-0.043902039527893066,,0.15438853204250336,0.4445798099040985,0.33305060863494873,0.15683341026306152,0.14644043147563934,-0.15122997760772705,-0.15386751294136047,-0.059730466455221176,,0.12580667436122894,-0.004404125735163689,-0.14211809635162354,-0.23156578838825226,0.10629454255104065,-0.33963868021965027,-0.27224448323249817,-0.2684524953365326,-0.3005750775337219,0.8764448165893555,0.13333365321159363,-0.08192647993564606,0.1411764770746231,0.24840684235095978,0.0,,0.0,,,0.0,0.2791619300842285,0.0,,0.0,0.0,,0.0,0.0,-2.0,0.0,1.3521710634231567,,-0.2506476938724518,0.5,,,0.8067705631256104,,,,,0.0,,0.5,2.979084014892578,1.697556734085083,0.0,0.0,0.0,0.1721874475479126,,0.0,0.0,,0.012949242256581783
1195806,838,1310,-2.0664403438568115,,0.07898291945457458,,-0.6710565090179443,0.06631527841091156,-0.16092810034751892,-0.29856783151626587,-0.05376945436000824,,,-0.23674458265304565,0.23418155312538147,0.40247735381126404,0.06981802731752396,-0.3254564702510834,1.2950140237808228,-0.03799192234873772,-0.057182859629392624,-0.13929495215415955,-0.11341822892427444,-0.4263688027858734,-0.3572671115398407,,-0.15662312507629395,0.1796363890171051,,-0.12845472991466522,0.8691561818122864,-0.19297654926776886,-0.2589925229549408,,,-0.010279255919158459,0.326564222574234,-0.10077053308486938,0.7853789329528809,-0.008230161853134632,0.27592703700065613,-0.18524503707885742,-0.11152441054582596,-0.10140018910169601,,-0.043902039527893066,,0.15438853204250336,0.4445798099040985,0.33305060863494873,0.15683341026306152,0.14644043147563934,-0.15122997760772705,-0.15386751294136047,-0.059730466455221176,,0.12580667436122894,-0.004404125735163689,-0.14211809635162354,-0.23156578838825226,0.10629454255104065,-0.33963868021965027,-0.27224448323249817,-0.2684524953365326,-0.3005750775337219,0.8764448165893555,0.13333365321159363,-0.08192647993564606,0.1411764770746231,0.24840684235095978,0.0,,0.0,,,0.0,0.2791619300842285,0.0,,0.0,0.0,,0.0,0.0,-2.0,0.0,1.3521710634231567,,-0.2506476938724518,0.5,,,0.8067705631256104,,,,,0.0,,0.5,2.979084014892578,1.697556734085083,0.0,0.0,0.0,0.1721874475479126,,0.0,0.0,,-0.01805107295513153
1196775,838,1311,-2.0664403438568115,,0.07898291945457458,,-0.6710565090179443,0.06631527841091156,-0.16092810034751892,-0.29856783151626587,-0.05376945436000824,,,-0.23674458265304565,0.23418155312538147,0.40247735381126404,0.06981802731752396,-0.3254564702510834,1.2950140237808228,-0.03799192234873772,-0.057182859629392624,-0.13929495215415955,-0.11341822892427444,-0.4263688027858734,-0.3572671115398407,,-0.15662312507629395,0.1796363890171051,,-0.12845472991466522,0.8691561818122864,-0.19297654926776886,-0.2589925229549408,,,-0.010279255919158459,0.326564222574234,-0.10077053308486938,0.7853789329528809,-0.008230161853134632,0.27592703700065613,-0.18524503707885742,-0.11152441054582596,-0.10140018910169601,,-0.043902039527893066,,0.15438853204250336,0.4445798099040985,0.33305060863494873,0.15683341026306152,0.14644043147563934,-0.15122997760772705,-0.15386751294136047,-0.059730466455221176,,0.12580667436122894,-0.004404125735163689,-0.14211809635162354,-0.23156578838825226,0.10629454255104065,-0.33963868021965027,-0.27224448323249817,-0.2684524953365326,-0.3005750775337219,0.8764448165893555,0.13333365321159363,-0.08192647993564606,0.1411764770746231,0.24840684235095978,0.0,,0.0,,,0.0,0.2791619300842285,0.0,,0.0,0.0,,0.0,0.0,-2.0,0.0,1.3521710634231567,,-0.2506476938724518,0.5,,,0.8067705631256104,,,,,0.0,,0.5,2.979084014892578,1.697556734085083,0.0,0.0,0.0,0.1721874475479126,,0.0,0.0,,-0.012618915177881718
1197744,838,1312,-2.0664403438568115,,0.07898291945457458,,-0.6710565090179443,0.06631527841091156,-0.16092810034751892,-0.29856783151626587,-0.05376945436000824,,,-0.23674458265304565,0.23418155312538147,0.40247735381126404,0.06981802731752396,-0.3254564702510834,1.2950140237808228,-0.03799192234873772,-0.057182859629392624,-0.13929495215415955,-0.11341822892427444,-0.4263688027858734,-0.3572671115398407,,-0.15662312507629395,0.1796363890171051,,-0.12845472991466522,0.8691561818122864,-0.19297654926776886,-0.2589925229549408,,,-0.010279255919158459,0.326564222574234,-0.10077053308486938,0.7853789329528809,-0.008230161853134632,0.27592703700065613,-0.18524503707885742,-0.11152441054582596,-0.10140018910169601,,-0.043902039527893066,,0.15438853204250336,0.4445798099040985,0.33305060863494873,0.15683341026306152,0.14644043147563934,-0.15122997760772705,-0.15386751294136047,-0.059730466455221176,,0.12580667436122894,-0.004404125735163689,-0.14211809635162354,-0.23156578838825226,0.10629454255104065,-0.33963868021965027,-0.27224448323249817,-0.2684524953365326,-0.3005750775337219,0.8764448165893555,0.13333365321159363,-0.08192647993564606,0.1411764770746231,0.24840684235095978,0.0,,0.0,,,0.0,0.2791619300842285,0.0,,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.3521710634231567,0.0,-0.2506476938724518,0.5,,,0.8067705631256104,,,0.014205166138708591,,0.0,,0.5,2.979084014892578,1.697556734085083,0.0,0.0,0.0,0.1721874475479126,,0.0,0.0,,-0.005646060686558485
1198713,838,1313,-2.0664403438568115,,0.07898291945457458,,-0.6710565090179443,0.06631527841091156,-0.16092810034751892,-0.29856783151626587,-0.05376945436000824,,,-0.23674458265304565,0.23418155312538147,0.40247735381126404,0.06981802731752396,-0.3254564702510834,1.2950140237808228,-0.03799192234873772,-0.057182859629392624,-0.13929495215415955,-0.11341822892427444,-0.4263688027858734,-0.3572671115398407,,-0.15662312507629395,0.1796363890171051,,-0.12845472991466522,0.8691561818122864,-0.19297654926776886,-0.2589925229549408,,,-0.010279255919158459,0.326564222574234,-0.10077053308486938,0.7853789329528809,-0.008230161853134632,0.27592703700065613,-0.18524503707885742,-0.11152441054582596,-0.10140018910169601,,-0.043902039527893066,,0.15438853204250336,0.4445798099040985,0.33305060863494873,0.15683341026306152,0.14644043147563934,-0.15122997760772705,-0.15386751294136047,-0.059730466455221176,,0.12580667436122894,-0.004404125735163689,-0.14211809635162354,-0.23156578838825226,0.10629454255104065,-0.33963868021965027,-0.27224448323249817,-0.2684524953365326,-0.3005750775337219,0.8764448165893555,0.13333365321159363,-0.08192647993564606,0.1411764770746231,0.24840684235095978,0.0,,0.0,,,0.0,0.2791619300842285,0.0,,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.3521710634231567,0.0,-0.2506476938724518,0.5,,,0.8067705631256104,,,0.013130760751664639,,0.0,,0.5,2.979084014892578,1.697556734085083,0.0,0.0,0.0,0.1721874475479126,,0.0,0.0,,-0.02066139690577984
1199682,838,1314,-2.0664403438568115,,0.07898291945457458,,-0.6710565090179443,0.06631527841091156,-0.16092810034751892,-0.29856783151626587,-0.05376945436000824,,,-0.23674458265304565,0.23418155312538147,0.40247735381126404,0.06981802731752396,-0.3254564702510834,1.2950140237808228,-0.03799192234873772,-0.057182859629392624,-0.13929495215415955,-0.11341822892427444,-0.4263688027858734,-0.3572671115398407,,-0.15662312507629395,0.1796363890171051,,-0.12845472991466522,0.8691561818122864,-0.19297654926776886,-0.2589925229549408,,,-0.010279255919158459,0.326564222574234,-0.10077053308486938,0.7853789329528809,-0.008230161853134632,0.27592703700065613,-0.18524503707885742,-0.11152441054582596,-0.10140018910169601,,-0.043902039527893066,,0.15438853204250336,0.4445798099040985,0.33305060863494873,0.15683341026306152,0.14644043147563934,-0.15122997760772705,-0.15386751294136047,-0.059730466455221176,,0.12580667436122894,-0.004404125735163689,-0.14211809635162354,-0.23156578838825226,0.10629454255104065,-0.33963868021965027,-0.27224448323249817,-0.2684524953365326,-0.3005750775337219,0.8764448165893555,0.13333365321159363,-0.08192647993564606,0.1411764770746231,0.24840684235095978,0.0,,0.0,,,0.0,0.2791619300842285,0.0,,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.3521710634231567,0.0,-0.2506476938724518,0.5,,,0.8067705631256104,,,0.01402376964688301,,0.0,,0.5,2.979084014892578,1.697556734085083,0.0,0.0,0.0,0.1721874475479126,,0.0,0.0,,0.004428179003298283
1200651,838,1315,-2.0664403438568115,,0.07898291945457458,,-0.6710565090179443,0.06631527841091156,-0.16092810034751892,-0.29856783151626587,-0.05376945436000824,,,-0.23674458265304565,0.23418155312538147,0.40247735381126404,0.06981802731752396,-0.3254564702510834,1.2950140237808228,-0.03799192234873772,-0.057182859629392624,-0.13929495215415955,-0.11341822892427444,-0.4263688027858734,-0.3572671115398407,,-0.15662312507629395,0.1796363890171051,,-0.12845472991466522,0.8691561818122864,-0.19297654926776886,-0.2589925229549408,,,-0.010279255919158459,0.326564222574234,-0.10077053308486938,0.7853789329528809,-0.008230161853134632,0.27592703700065613,-0.18524503707885742,-0.11152441054582596,-0.10140018910169601,,-0.043902039527893066,,0.15438853204250336,0.4445798099040985,0.33305060863494873,0.15683341026306152,0.14644043147563934,-0.15122997760772705,-0.15386751294136047,-0.059730466455221176,,0.12580667436122894,-0.004404125735163689,-0.14211809635162354,-0.23156578838825226,0.10629454255104065,-0.33963868021965027,-0.27224448323249817,-0.2684524953365326,-0.3005750775337219,0.8764448165893555,0.13333365321159363,-0.08192647993564606,0.1411764770746231,0.24840684235095978,0.0,,0.0,,,0.0,0.2791619300842285,0.0,,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.3521710634231567,0.0,-0.2506476938724518,0.5,,,0.8067705631256104,,,0.011943072080612183,,0.0,,0.5,2.979084014892578,1.697556734085083,0.0,0.0,0.0,0.1721874475479126,,0.0,0.0,,0.031074540689587593
