,id,timestamp,derived_0,derived_1,derived_2,derived_3,derived_4,fundamental_0,fundamental_1,fundamental_2,fundamental_3,fundamental_5,fundamental_6,fundamental_7,fundamental_8,fundamental_9,fundamental_10,fundamental_11,fundamental_12,fundamental_13,fundamental_14,fundamental_15,fundamental_16,fundamental_17,fundamental_18,fundamental_19,fundamental_20,fundamental_21,fundamental_22,fundamental_23,fundamental_24,fundamental_25,fundamental_26,fundamental_27,fundamental_28,fundamental_29,fundamental_30,fundamental_31,fundamental_32,fundamental_33,fundamental_34,fundamental_35,fundamental_36,fundamental_37,fundamental_38,fundamental_39,fundamental_40,fundamental_41,fundamental_42,fundamental_43,fundamental_44,fundamental_45,fundamental_46,fundamental_47,fundamental_48,fundamental_49,fundamental_50,fundamental_51,fundamental_52,fundamental_53,fundamental_54,fundamental_55,fundamental_56,fundamental_57,fundamental_58,fundamental_59,fundamental_60,fundamental_61,fundamental_62,fundamental_63,technical_0,technical_1,technical_2,technical_3,technical_5,technical_6,technical_7,technical_9,technical_10,technical_11,technical_12,technical_13,technical_14,technical_16,technical_17,technical_18,technical_19,technical_20,technical_21,technical_22,technical_24,technical_25,technical_27,technical_28,technical_29,technical_30,technical_31,technical_32,technical_33,technical_34,technical_35,technical_36,technical_37,technical_38,technical_39,technical_40,technical_41,technical_42,technical_43,technical_44,y
708,2047,0,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.22566266357898712,1.2762032747268677,-0.08718136698007584,-0.09497358649969101,0.5084884166717529,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.3073413670063019,-0.05862871930003166,-0.05773812159895897,0.5951310396194458,0.4593566060066223,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.3374951481819153,-0.1682637482881546,-0.10163264721632004,0.3906455636024475,-0.08130571246147156,0.11608538776636124,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7933928370475769,-0.025312338024377823,1.3066881895065308,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.2228238880634308,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.030873224139213562,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-2.062532901763916,-1.7135871648788452,-0.09639817476272583,-0.007433971855789423,-0.14102675020694733,-0.10301555693149567,-0.09575048089027405,-0.002874425146728754,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.1943909227848053,0.12844565510749817,0.44206464290618896,0.444561630487442,0.4049374759197235,-0.0762978196144104,-0.12888607382774353,-0.12905097007751465,0.08794815838336945,-0.8666474223136902,0.12890048325061798,,,-2.0,,,-2.0,-0.17719650268554688,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.5565062761306763,0.006089549046009779,0.3152599334716797,0.0,,,-0.477772057056427,,-2.0,0.0,,,,-0.5,-0.23200595378875732,-0.5261713862419128,,,,-0.240366593003273,,,-2.0,,0.017816094681620598
1458,2047,1,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.22321921586990356,1.2762032747268677,-0.08765047043561935,-0.09497358649969101,0.5012673139572144,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.3021235466003418,-0.05862871930003166,-0.057698361575603485,0.5974711775779724,0.45391300320625305,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.33326661586761475,-0.1682637482881546,-0.10163264721632004,0.38418012857437134,-0.08130571246147156,0.11436527222394943,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.794001579284668,-0.025312338024377823,1.2946079969406128,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.22126857936382294,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.028519388288259506,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-1.6772788763046265,-1.6369359493255615,-0.09639817476272583,-0.007433971855789423,-0.13921354711055756,-0.10301555693149567,-0.09575048089027405,-0.004443360026925802,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.18271058797836304,0.12844565510749817,0.4367378354072571,0.43821752071380615,0.3993707299232483,-0.0762978196144104,-0.12888607382774353,-0.12946844100952148,0.08794815838336945,-0.715957760810852,0.12890048325061798,,,-2.0,,,-2.0,-0.18339000642299652,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.5239428281784058,0.005881306249648333,0.31731340289115906,0.0,,,-0.4771178662776947,,-2.0,0.0,,,,-0.5,-0.1823759227991104,-0.5032244920730591,,,,-0.23924706876277924,,,-2.0,,-0.009593358263373375
2208,2047,2,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.2222457081079483,1.2762032747268677,-0.08783737570047379,-0.09497358649969101,0.4983903765678406,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.3000446856021881,-0.05862871930003166,-0.05768251791596413,0.5984035134315491,0.4517441987991333,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.33158189058303833,-0.1682637482881546,-0.10163264721632004,0.38160422444343567,-0.08130571246147156,0.11367995291948318,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.794244110584259,-0.025312338024377823,1.289795160293579,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.22064892947673798,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.0275815911591053,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-1.5237889289855957,-1.6063971519470215,-0.09639817476272583,-0.007433971855789423,-0.13849113881587982,-0.10301555693149567,-0.09575048089027405,-0.00506844324991107,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.178057000041008,0.12844565510749817,0.4346155822277069,0.4356899559497833,0.3971528708934784,-0.0762978196144104,-0.12888607382774353,-0.1296347826719284,0.08794815838336945,-0.6559211611747742,0.12890048325061798,,,-2.0,,,-2.0,-0.18585756421089172,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.5109691619873047,0.004622484091669321,0.3181315064430237,0.0,,,-0.4768572449684143,,-2.0,0.0,,,-0.11728034913539886,-0.5,-0.16260270774364471,-0.49408215284347534,,,,-0.238801047205925,,,-2.0,,0.021993715316057205
2958,2047,3,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.22140580415725708,1.2762032747268677,-0.08799862116575241,-0.09497358649969101,0.4959082007408142,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.29825112223625183,-0.05862871930003166,-0.05766884982585907,0.599207878112793,0.44987303018569946,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.33012840151786804,-0.1682637482881546,-0.10163264721632004,0.37938180565834045,-0.08130571246147156,0.1130886822938919,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7944533228874207,-0.025312338024377823,1.2856427431106567,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.2201143205165863,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.02677248604595661,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-1.391362190246582,-1.5800491571426392,-0.09639817476272583,-0.007433971855789423,-0.13786786794662476,-0.10301555693149567,-0.09575048089027405,-0.005607747472822666,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.1740420162677765,0.12844565510749817,0.4327845573425293,0.4335092604160309,0.39523935317993164,-0.0762978196144104,-0.12888607382774353,-0.12977828085422516,0.08794815838336945,-0.6041232347488403,0.12890048325061798,,,-2.0,,,-2.0,-0.18798650801181793,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.49977585673332214,0.006015554070472717,0.31883737444877625,0.0,,,-0.47663238644599915,,-2.0,0.0,,,-0.15055005252361298,-0.5,-0.1455429345369339,-0.4861944317817688,,,,-0.23841622471809387,,,-2.0,,0.0291607528924942
3708,2047,4,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.22005292773246765,1.2762032747268677,-0.08825835585594177,-0.09497358649969101,0.49191009998321533,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.2953621745109558,-0.05862871930003166,-0.05764683708548546,0.6005035638809204,0.44685906171798706,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.3277871608734131,-0.1682637482881546,-0.10163264721632004,0.37580206990242004,-0.08130571246147156,0.11213630437850952,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7947903871536255,-0.025312338024377823,1.2789543867111206,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.21925319731235504,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.025469234213232994,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-1.1780582666397095,-1.537609577178955,-0.09639817476272583,-0.007433971855789423,-0.13686396181583405,-0.10301555693149567,-0.09575048089027405,-0.006476420909166336,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.1675749570131302,0.12844565510749817,0.4298352599143982,0.4299967288970947,0.3921572268009186,-0.0762978196144104,-0.12888607382774353,-0.13000942766666412,0.08794815838336945,-0.5206907391548157,0.12890048325061798,,,-2.0,,,-2.0,-0.1914156675338745,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.48174646496772766,0.006790142506361008,0.31997430324554443,0.0,,,-0.4762701690196991,,-2.0,0.0,,,-0.1590706706047058,-0.5,-0.11806423217058182,-0.4734894037246704,,,,-0.2377963811159134,,,-2.0,,-0.0065299756824970245
4458,2047,5,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.21950998902320862,1.2762032747268677,-0.08836259692907333,-0.09497358649969101,0.49030551314353943,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.2942027151584625,-0.05862871930003166,-0.05763800069689751,0.6010235548019409,0.4456494450569153,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.32684755325317383,-0.1682637482881546,-0.10163264721632004,0.3743654191493988,-0.08130571246147156,0.11175408214330673,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7949256896972656,-0.025312338024377823,1.2762700319290161,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.21890759468078613,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.024946196004748344,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-1.0924521684646606,-1.5205771923065186,-0.09639817476272583,-0.007433971855789423,-0.1364610493183136,-0.10301555693149567,-0.09575048089027405,-0.006825048942118883,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.1649795025587082,0.12844565510749817,0.4286516010761261,0.42858701944351196,0.3909202516078949,-0.0762978196144104,-0.12888607382774353,-0.13010220229625702,0.08794815838336945,-0.48720648884773254,0.12890048325061798,,,-2.0,,,-2.0,-0.1927919089794159,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.47451063990592957,0.005760143510997295,0.32043057680130005,0.0,,,-0.4761248230934143,,-2.0,0.0,,,-0.16065528988838196,-0.5,-0.10703609883785248,-0.46839043498039246,,,,-0.2375476062297821,,,-2.0,,-0.012587969191372395
5208,2047,6,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.2190397083759308,1.2762032747268677,-0.08845288306474686,-0.09497358649969101,0.48891574144363403,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.29319849610328674,-0.05862871930003166,-0.057630348950624466,0.6014739274978638,0.44460174441337585,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.32603374123573303,-0.1682637482881546,-0.10163264721632004,0.37312108278274536,-0.08130571246147156,0.11142303049564362,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7950428128242493,-0.025312338024377823,1.2739450931549072,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.21860826015472412,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.024493174627423286,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-1.018305778503418,-1.5058248043060303,-0.09639817476272583,-0.007433971855789423,-0.13611207902431488,-0.10301555693149567,-0.09575048089027405,-0.007127007935196161,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.16273149847984314,0.12844565510749817,0.4276264011859894,0.4273660182952881,0.38984885811805725,-0.0762978196144104,-0.12888607382774353,-0.13018254935741425,0.08794815838336945,-0.45820459723472595,0.12890048325061798,,,-2.0,,,-2.0,-0.19398391246795654,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.46824344992637634,0.004355893936008215,0.3208257853984833,0.0,,,-0.4759989082813263,,-2.0,0.0,,,-0.15916472673416138,-0.5,-0.09748424589633942,-0.4639740586280823,,,,-0.23733215034008026,,,-2.0,,-0.0008330681012012064
5958,2047,7,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.21863213181495667,1.2762032747268677,-0.08853112906217575,-0.09497358649969101,0.48771119117736816,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.2923281192779541,-0.05862871930003166,-0.057623714208602905,0.6018642783164978,0.44369372725486755,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.32532837986946106,-0.1682637482881546,-0.10163264721632004,0.37204256653785706,-0.08130571246147156,0.11113610118627548,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7951443791389465,-0.025312338024377823,1.2719300985336304,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.21834881603717804,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.0241005327552557,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-0.9540419578552246,-1.4930386543273926,-0.09639817476272583,-0.007433971855789423,-0.13580961525440216,-0.10301555693149567,-0.09575048089027405,-0.007388720754534006,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.16078311204910278,0.12844565510749817,0.42673784494400024,0.4263077676296234,0.38892027735710144,-0.0762978196144104,-0.12888607382774353,-0.1302521824836731,0.08794815838336945,-0.4330682158470154,0.12890048325061798,,,-2.0,,,-2.0,-0.19501705467700958,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.46281158924102783,0.003962526563555002,0.32116833329200745,0.0,,,-0.47588980197906494,,-2.0,0.0,,,-0.17309430241584778,-0.5,-0.08920551091432571,-0.46014630794525146,,,,-0.23714540898799896,,,-2.0,,-0.007591096684336662
6708,2047,8,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.2182786613702774,1.2762032747268677,-0.08859899640083313,-0.09497358649969101,0.48666658997535706,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.29157331585884094,-0.05862871930003166,-0.05761796236038208,0.602202832698822,0.4429062306880951,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.3247166872024536,-0.1682637482881546,-0.10163264721632004,0.371107280254364,-0.08130571246147156,0.11088726669549942,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7952324151992798,-0.025312338024377823,1.270182490348816,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.21812382340431213,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.023760028183460236,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-0.8983112573623657,-1.4819504022598267,-0.09639817476272583,-0.007433971855789423,-0.13554732501506805,-0.10301555693149567,-0.09575048089027405,-0.007615682203322649,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.15909343957901,0.12844565510749817,0.425967276096344,0.4253900349140167,0.3881149888038635,-0.0762978196144104,-0.12888607382774353,-0.13031257688999176,0.08794815838336945,-0.41126948595046997,0.12890048325061798,,,-2.0,,,-2.0,-0.19591300189495087,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.45810097455978394,0.0030943399760872126,0.3214653730392456,0.0,,,-0.4757951498031616,,-2.0,0.0,,,-0.19099800288677216,-0.5,-0.08202604949474335,-0.4568268358707428,,,,-0.23698344826698303,,,-2.0,,0.08876174688339233
7458,2047,9,-0.1954837441444397,-0.019850576296448708,1.1252938508987427,-0.21797196567058563,1.2762032747268677,-0.08865787088871002,-0.09497358649969101,0.48576024174690247,-0.07981259375810623,-0.12180669605731964,-0.44710785150527954,0.29091838002204895,-0.05862871930003166,-0.05761297047138214,0.6024965643882751,0.4422229826450348,-0.02664223499596119,0.05113609507679939,-0.04781833291053772,0.32418593764305115,-0.1682637482881546,-0.10163264721632004,0.37029579281806946,-0.08130571246147156,0.11067137122154236,-0.07709094136953354,0.5117777585983276,0.059978775680065155,0.7953088283538818,-0.025312338024377823,1.2686662673950195,-0.43580132722854614,0.06037081032991409,-0.021762428805232048,-0.21792861819267273,-0.03863734006881714,-0.011691125109791756,-0.5780380964279175,-0.022560887038707733,-0.03199693560600281,0.023464588448405266,-0.14098593592643738,0.18263059854507446,0.008422370068728924,-0.09626512974500656,-0.8499562740325928,-1.4723294973373413,-0.09639817476272583,-0.007433971855789423,-0.13531973958015442,-0.10301555693149567,-0.09575048089027405,-0.007812606170773506,-0.0426337756216526,-0.3266395926475525,0.0026639942079782486,-0.03395853936672211,0.1576273888349533,0.12844565510749817,0.42529866099357605,0.4245937764644623,0.3874163031578064,-0.0762978196144104,-0.12888607382774353,-0.13036498427391052,0.08794815838336945,-0.3923557698726654,0.12890048325061798,,,-2.0,,,-2.0,-0.1966903656721115,,-2.0,-2.0,,0.0,-2.0,,-2.0,,-0.45401379466056824,0.009479527361690998,0.3217231333255768,0.0,,,-0.4757130444049835,,-2.0,0.0,,,-0.16236847639083862,-0.5,-0.07579676806926727,-0.45394665002822876,,,,-0.23684293031692505,,,-2.0,,-0.034491024911403656
